portfolio,id_ordre_travail,id_demande,etat,motif_standby,anomalie,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,localisation,actif,demandeur,ot_fils,date_declaration,createur_ot,date_creation_ot,utilisateur_prestataire,date_debut_reparation,responsable_cloture,date_cloture,commentaire_cloture,responsable_reouverture,date_reouverture,commentaire_ouverture,validateur_travaux,date_validation,responsable_rejet,date_rejet,motif_rejet,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,description,plateforme_creation,plateforme_prestataire,plateforme_cloture,plateforme_rejet,plateforme_reouverture,plateforme_validation,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_articles,parts_families,parts_request_status
batiment,14232,14275,OT Cloturé,,Arc électrique,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement éclairage,Caisson lumineux,Batiment 4-G,Caisson lumineux 6,animateur 02,Non,2025-02-03 21:00:00,animateur 02,2025-02-03 21:00:00,sup-tmu-bat- 05,2025-02-05 13:40:00,sup-tmu-bat- 05,2025-02-05 16:15:00,La cache a été fixée,,,,Soufiane chegdali,2025-07-15 22:12:00,,,,TMU,132.6,0.0,0.0,132.6,"Cache câble endommagé avec des câbles électriques visibles sans protection, ce qui présente un risque d'électrocution au niveau du local gendarmerie situé au bâtiment de dépotage SAS EXPORT TM1",WEB,WEB,WEB,WEB,WEB,WEB,1,2.55,152951,43.25,40.666666666666664,0,0.0,0.0,,,
batiment,14231,14274,OT Cloturé,,Arc électrique,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement éclairage,Caisson lumineux,Batiment 3-C,CAL 2,animateur 02,Non,2025-02-03 20:57:00,animateur 02,2025-02-03 20:57:00,sup-tmu-bat- 05,2025-02-04 12:22:00,sup-tmu-bat- 05,2025-02-04 12:55:00,Fixation d'une cache de câble électrique ,,,,Soufiane chegdali,2025-07-15 22:12:00,,,,TMU,27.04,0.0,0.0,27.04,Cashe câble endommagé au niveau de la cuisine situé bâtiment 3 SAS EXPORT TM1,WEB,WEB,WEB,WEB,WEB,WEB,1,0.52,153484,15.966666666666667,15.416666666666666,0,0.0,0.0,,,
infrastructure,14230,14229,OT Cloturé,,Déformation,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,SAS EXP Parking,SAS EXP Parking 4,animateur 02,Non,2025-01-31 12:29:00,Walid Boudra,2025-02-03 17:14:00,sup-nzala- 01,2025-02-05 07:59:00,sup-nzala- 01,2025-02-10 21:22:00,Le panneau à été réparé,,,,Soufiane chegdali,2025-07-15 22:12:00,,,,NZALA,12819.52,0.0,0.0,12819.52,Panneau de signalisation routière est déformé et détaché au niveau du parking régularisation SAS EXPORT TM1.,MOBILE,WEB,WEB,WEB,WEB,WEB,2,133.37,28027,248.88333333333333,38.75,0,0.0,0.0,,,
batiment,14229,14260,OT Cloturé,,Défaillance de bloc ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 140,Bloc autonome secours 1,sup-tmu-bat- 05,Non,2025-02-03 09:59:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:00:00,sup-tmu-bat- 05,2025-02-06 15:53:00,Installation d'une bloc autonome secours ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,4752.34,630.0,0.0,5382.34,Le bloc autonome secoure est hors service au locale technique N°10 entrepôts 140 MEDHUB,MOBILE,WEB,WEB,WEB,WEB,WEB,1,54.7,1231992,77.9,16.816666666666666,2,21.0,630.0,"Câble U1000R2V 3G2,5 MED HUB, Bloc autonome d'éclairage de sécurité MEDHUB",ELECTRICITE,cloture
batiment,14228,14261,OT Cloturé,,Défaillance de bloc ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 140,Bloc autonome secours 1,sup-tmu-bat- 05,Non,2025-02-03 10:00:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:01:00,sup-tmu-bat- 05,2025-02-07 11:56:00,Installation d'une bloc autonome secours ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,6506.44,250.0,0.0,6756.44,Le bloc autonome secoure est hors service au locale technique N°12 entrepôts 140 MEDHUB,MOBILE,WEB,WEB,WEB,WEB,WEB,1,74.89,1232004,97.93333333333334,16.833333333333332,1,1.0,250.0,Bloc autonome d'éclairage de sécurité MEDHUB,ELECTRICITE,cloture
batiment,14227,14262,OT Cloturé,,Défaillance de bloc ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 140,Bloc autonome secours 1,sup-tmu-bat- 05,Non,2025-02-03 10:01:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:02:00,sup-tmu-bat- 05,2025-02-07 11:57:00,Installation d'une bloc autonome secours ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,6508.18,630.0,0.0,7138.18,Le bloc autonome secoure est hors service au locale technique N°14 entrepôts 140 MEDHUB,MOBILE,WEB,WEB,WEB,WEB,WEB,1,74.91,1232013,97.93333333333334,16.85,2,21.0,630.0,"Câble U1000R2V 3G2,5 MED HUB, Bloc autonome d'éclairage de sécurité MEDHUB",ELECTRICITE,cloture
batiment,14226,14263,OT Cloturé,,Défaillance de bloc ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 140,Bloc autonome secours 1,sup-tmu-bat- 05,Non,2025-02-03 10:04:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:02:00,sup-tmu-bat- 05,2025-02-07 11:58:00,Installation deux blocs autonome secours ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,13014.62,500.0,0.0,13514.62,Deux blocs autonomes de secours sont hors service dans le local technique n°5 des entrepôts 140 de MEDHUB.,MOBILE,WEB,WEB,WEB,WEB,WEB,2,74.9,1232182,97.9,16.85,1,2.0,500.0,Bloc autonome d'éclairage de sécurité MEDHUB,ELECTRICITE,cloture
batiment,14225,14264,OT Cloturé,,Voyant hors service ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 130,Bloc autonome 1,sup-tmu-bat- 05,Non,2025-02-03 10:08:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:04:00,sup-tmu-bat- 05,2025-02-07 11:59:00,Installation d'une bloc autonome secours ,,,,zakariae lotfi,2025-06-25 09:51:00,,,,TMU,6507.31,250.0,0.0,6757.31,Le bloc autonome de secours est hors service dans le local technique n°1 lot 140 de MEDHUB.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,74.9,1230223,97.85,16.883333333333333,1,1.0,250.0,Bloc autonome d'éclairage de sécurité MEDHUB,ELECTRICITE,cloture
batiment,14224,14265,OT Cloturé,,Dommages physiques,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 130,Bloc autonome 1,sup-tmu-bat- 05,Non,2025-02-03 10:09:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:04:00,sup-tmu-bat- 05,2025-02-06 16:02:00,Installation d'une nouveau bloc autonome secours ,,,,zakariae lotfi,2025-06-25 09:51:00,,,,TMU,4770.58,250.0,0.0,5020.58,Le bloc autonome de secours est hors service dans le local technique n°10 lot 130 MEDHUB.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,54.91,1230226,77.88333333333334,16.883333333333333,1,1.0,250.0,Bloc autonome d'éclairage de sécurité MEDHUB,ELECTRICITE,cloture
batiment,14223,14266,OT Cloturé,,Défaillance de bloc ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 130,Bloc autonome 1,sup-tmu-bat- 05,Non,2025-02-03 10:10:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:05:00,sup-tmu-bat- 05,2025-02-07 11:59:00,Installation d'une bloc autonome secours ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,6506.44,630.0,0.0,7136.44,Le bloc autonome de secours est hors service dans le local technique n°11 lot 130 MEDHUB.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,74.89,1230231,97.81666666666666,16.9,2,21.0,630.0,"Câble U1000R2V 3G2,5 MED HUB, Bloc autonome d'éclairage de sécurité MEDHUB",ELECTRICITE,cloture
batiment,14222,14267,OT Cloturé,,Défaillance de bloc ,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Bloc autonome secours ,Entrepôt 130,Bloc autonome 1,sup-tmu-bat- 05,Non,2025-02-03 10:12:00,zakariae lotfi,2025-02-03 16:11:00,sup-tmu-bat- 05,2025-02-04 09:06:00,sup-tmu-bat- 05,2025-02-07 12:00:00,Installation deux blocs autonome secours ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,6506.44,880.0,0.0,7386.44,Deux blocs à changer au locaux techniques lot 130 MEDHUB,MOBILE,WEB,WEB,WEB,WEB,WEB,1,74.89,1230238,97.8,16.916666666666668,2,22.0,880.0,"Câble U1000R2V 3G2,5 MED HUB, Bloc autonome d'éclairage de sécurité MEDHUB",ELECTRICITE,cloture
batiment,14221,14272,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement éclairage,Lampe linéaire continue ,Entrepôt 140,Lampe linéaire continue 1,sup-tmu-bat-eq- 08,Non,2025-02-03 15:21:00,zakariae lotfi,2025-02-03 16:10:00,sup-tmu-bat-eq- 08,2025-02-03 21:07:00,sup-tmu-bat-eq- 08,2025-02-06 21:11:00,séparation lot 140,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,12519.41,11372.5,0.0,23891.91,l'éclairage h s,MOBILE,WEB,WEB,WEB,WEB,WEB,2,72.05,114118,77.83333333333333,4.95,11,178.0,11372.5,"Câble U1000R2V 3G2,5 MED HUB, Interrupteur double allumage blanc MEDHUB, Interrupteur simple allumage MEDHUB, Panel LED 60X60 40W 6000K MEDHUB, Ruban adhésif noire MEDHUB","ELECTRICITE, DIVERS",cloture
batiment,14220,14230,OT Cloturé,,Mauvais fonctionnement,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement plomberie et sanitaire,Chauffe eau électrique,Secteur 1,Chauffe eau 1,sup-tmu-bat- 05,Non,2025-01-31 12:55:00,Abdellah  Benbella ,2025-02-03 16:10:00,sup-tmu-bat- 05,2025-02-03 16:15:00,sup-tmu-bat- 05,2025-02-05 16:35:00,Changement de chauffe-eau électrique ,,,,Chaymae Farah,2025-03-20 21:40:00,,,,TMU,5023.2,3500.0,0.0,8523.2,Le chauffe-eau électrique est hors service au bloc sanitaire homme SECTEUR 1 ,MOBILE,WEB,WEB,WEB,WEB,WEB,2,48.3,78389,123.66666666666667,0.08333333333333333,1,1.0,3500.0,Chauffeau électrique 30L,PLOMBERIE,cloture
batiment,14219,14273,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement plomberie et sanitaire,WC Sanitaire,Entrepôt 140,WC Sanitaire 1,sup-tmu-bat-eq- 08,Non,2025-02-03 15:27:00,zakariae lotfi,2025-02-03 16:10:00,sup-tmu-bat- 05,2025-02-03 16:16:00,zakariae lotfi,2025-02-07 11:32:00,changement de mécanisme ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,7927.8,1080.0,0.0,9007.8,WC endommage,MOBILE,WEB,WEB,WEB,WEB,WEB,1,91.25,114823,92.08333333333333,0.1,7,17.0,15030.0,"Distributeur savon liquide INOX MEDHUB, Distributeur papier hygiénique Inox MEDHUB, ABATTANT TOILETTE ANGLAISE MEDHUB, Sèche main automatique Inox MEDHUB, Ruban de téflon MEDHUB",PLOMBERIE,cloture
infrastructure,14218,14269,OT Cloturé,,PORTAILS ENDOMMAGE,Moyen,non,False,False,False,False,TM2,TM02,Clôture,Portail mécanique,Entrée PNG,Portail mécanique07,C3 -PRINCIPALE ,Non,2025-02-03 12:30:00,Soufiane chegdali,2025-02-03 15:59:00,sup-nzala- 01,2025-02-06 08:08:00,sup-nzala- 01,2025-02-10 21:19:00,Il a été traité,,,,Said Touil,2025-06-03 23:19:00,,,,NZALA,10493.42,0.0,0.0,10493.42,"Portail Oued Ghlala TM2 endommagé, côté ancien hôtel.  ",MOBILE,WEB,WEB,WEB,WEB,WEB,2,109.17,34637,176.81666666666666,64.15,0,0.0,0.0,,,
batiment,14217,14271,OT Cloturé,,Bouchage,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement plomberie et sanitaire,Lavabo,Batiment 3-C,LVB 2,animateur 02,Non,2025-02-03 14:38:00,Soufiane chegdali,2025-02-03 15:11:00,sup-tmu-bat- 05,2025-02-03 15:42:00,sup-tmu-bat- 05,2025-02-03 16:21:00,Le siphon a été débouché ,,,,Soufiane chegdali,2025-07-15 22:11:00,,,,TMU,30.68,0.0,0.0,30.68,"Siphon d'évacuation bouché, entraînant une stagnation d'eau et la remontée de mauvaises odeurs au niveau du local sanitaire situé au bâtiment 03 SAS EXPORT.",MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.59,153877,1.7166666666666666,0.5166666666666667,0,0.0,0.0,,,
infrastructure,14216,14259,OT Cloturé,,support arrache,Moyen,non,False,False,False,False,PPR,PPR01,Structure d'ombrage,Ombrage,Parking poste 5&6,Ombrage 42,SUP-ADAM-STD-INF- 01,Non,2025-02-03 09:34:00,Touria Tammor,2025-02-03 11:19:00,SUP-ADAM-STD-INF- 01,2025-02-03 12:08:00,SUP-ADAM-STD-INF- 01,2025-02-04 16:26:00,Travaux de redressage des parties endommagées de l'ombrage.,,,,Said Touil,2025-05-20 12:58:00,,,,ADAM STD,14697.54,0.0,0.0,14697.54,Structure métallique d'ombrage endommagé par un véhicule.,MOBILE,MOBILE,WEB,WEB,WEB,WEB,2,28.22,42852,30.866666666666667,0.8166666666666667,0,0.0,0.0,,,
batiment,14215,14257,OT Cloturé,,Chasse endommagé ,Moyen,non,False,False,False,False,TM2,TM02,Equipement plomberie et sanitaire,WC Sanitaire,PNG,WC Sanitaire 1,sup-tmu-bat- 05,Non,2025-02-03 09:09:00,Soufiane chegdali,2025-02-03 10:23:00,sup-tmu-bat- 05,2025-02-03 10:25:00,sup-tmu-bat- 05,2025-02-03 11:38:00,Réparation le mécanisme de toilette ,,,,Said Touil,2025-07-29 17:46:00,,,,TMU,61.88,0.0,0.0,61.88,Chasse endommagée au bloc sanitaire homme TM2,MOBILE,WEB,WEB,WEB,WEB,WEB,1,1.19,157260,2.4833333333333334,0.03333333333333333,0,0.0,0.0,,,
batiment,14214,14256,OT Rejeté,,Infiltration d'eau ,Moyen,non,False,False,False,False,TM2,TM02,Element de structure ,Toiture,Safety brigade,Toiture -,C3 -PRINCIPALE ,Non,2025-02-03 05:24:00,C3 -PRINCIPALE ,2025-02-03 05:24:00,,,,,,,,,,,Said Touil,2025-09-17 11:03:00,Selon l'exploitant le problème été prise à la charge du constructeur du bâtiment  ,NZALA,0.0,0.0,0.0,0.0,infiltration d'eau pluviale au niveau du plafond bâtiment de sûreté TM2,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,101035,,,0,0.0,0.0,,,
batiment,14213,14255,OT Rejeté,,Clignotement,Moyen,non,False,False,False,False,TM1,TM01,Equipement éclairage,Spot,Sanitaires - Parking L,Spot 2,animateur 02,Non,2025-02-03 01:35:00,animateur 02,2025-02-03 01:35:00,,,,,,,,,,,Soufiane chegdali,2025-05-16 11:18:00,"Bungalow est hors service. Une opération d'évacuation est prévue, suite à des travaux d'aménagement du parking par le service des travaux neufs",TMU,0.0,0.0,0.0,0.0,Manque d'éclairage au niveau de local sanitaire situé au parking L SAS IMPORT,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,166074,,,0,0.0,0.0,,,
batiment,14212,14254,OT Cloturé,,Lavabo mal fixé ,Moyen,non,False,False,False,False,TM1,TM01,Equipement plomberie et sanitaire,Lavabo,Sanitaires - Parking L,Lavabo 1,animateur 02,Non,2025-02-03 01:34:00,animateur 02,2025-02-03 01:34:00,sup-tmu-bat- 05,2025-02-03 11:38:00,sup-tmu-bat- 05,2025-02-03 12:38:00,Fixation de lavabo ,,,,Soufiane chegdali,2025-07-14 21:35:00,,,,TMU,47.32,0.0,0.0,47.32,Lavabo endommagé au niveau de local sanitaire situé au parking L SAS IMPORT,WEB,WEB,WEB,WEB,WEB,WEB,1,0.91,166063,11.066666666666666,10.066666666666666,0,0.0,0.0,,,
infrastructure,14211,14253,OT Rejeté,,sol defectué,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Terre plein,Parking,ZFL Parking,PARKING-L,animateur 02,Non,2025-02-03 01:32:00,animateur 02,2025-02-03 01:32:00,sup-nzala- 01,2025-02-06 08:09:00,,,,,,,,,Hicham Elomrani,2025-02-07 11:04:00,"Hors zone MEDHUB, OT à crée pour le site SAS IMPORT ",NZALA,0.0,0.0,0.0,0.0,Sol dégradé au niveau de parking L SAS IMPORT,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,28051,,78.61666666666666,0,0.0,0.0,,,
infrastructure,14210,14252,OT Cloturé,,Dégradtion du sol,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-02-02 17:34:00,animateur 02,2025-02-02 17:34:00,sup-nzala- 01,2025-05-19 08:01:00,sup-nzala- 01,2025-05-19 22:03:00,C'est traité,,,,Soufiane chegdali,2025-07-14 22:07:00,,,,NZALA,1348.57,0.0,0.0,1348.57,"Dégradation du béton de fixation des 3 trappes de regard avec des ferraillages sortants, ce qui crée une situation dangereuse qui engendre des dommages aux roues des camions au niveau du giratoire SAS IMPORT TM",WEB,WEB,WEB,WEB,WEB,WEB,2,14.03,354,2548.483333333333,2534.45,0,0.0,0.0,,,
infrastructure,14209,14251,OT Cloturé,,endommage,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Panneaux de signalisation,TM1,CI,animateur 02,Non,2025-02-02 16:22:00,animateur 02,2025-02-02 16:22:00,sup-nzala- 01,2025-02-03 07:37:00,sup-nzala- 01,2025-03-04 19:10:00,Réparation le panneau de signalisation,,,,Soufiane chegdali,2025-07-14 22:07:00,,,,NZALA,68104.86,0.0,0.0,68104.86,Panneau de signalisation routière endommagée au niveau de terminal ferroviaire TM1,WEB,WEB,WEB,WEB,WEB,WEB,2,708.54,42379,722.8,15.25,0,0.0,0.0,,,
infrastructure,14208,14250,OT Cloturé,,Dégradation,Moyen,non,True,False,False,False,TM1,SAS IMPORT,Terre plein,Parking,SAS IMP Parking ,SAS IMP Parking 1,animateur 02,Non,2025-02-02 16:20:00,animateur 02,2025-02-02 16:20:00,sup-nzala- 01,2025-02-13 07:31:00,sup-nzala- 01,2025-03-04 19:04:00,Chasse roue é été changé,,,,Soufiane chegdali,2025-04-13 16:59:00,,,,NZALA,72795.51,0.0,0.0,72795.51,Chasse roue endommagée au niveau de parking L SAS IMPORT,WEB,WEB,WEB,WEB,WEB,WEB,3,468.53,28029,722.7333333333333,255.18333333333334,0,0.0,0.0,,,
infrastructure,14207,14249,OT Cloturé,,Inclinaison ,Moyen,non,False,False,False,False,PPR,PPR01,Voies de circulation,Panneaux de signalisation,PPR,CI,Animateur 01,Non,2025-02-02 12:41:00,Animateur 01,2025-02-02 12:41:00,sup-nzala- 01,2025-02-04 07:54:00,sup-nzala- 01,2025-02-10 20:49:00,Le panneau a été réparé,,,,Said Touil,2025-05-26 19:17:00,,,,NZALA,15083.15,0.0,0.0,15083.15,Habillage non conforme du panneau de signalisation au giratoire de 06 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,2,156.92,42636,200.13333333333333,43.21666666666667,0,0.0,0.0,,,
infrastructure,14206,14248,OT Realisé,,PORTAILS ENDOMMAGE,Moyen,non,False,False,False,False,TM1,TM01,Clôture,Portail mécanique,GATE2,Portail mécanique01,Animateur 01,Non,2025-02-02 12:36:00,Animateur 01,2025-02-02 12:36:00,sup-nzala- 01,2025-02-04 07:54:00,sup-nzala- 01,2025-02-10 20:18:00,Remise en état du portail,,,,,,,,,NZALA,15033.17,0.0,0.0,15033.17,Support du portail à souder à la sortie de TIR.,WEB,WEB,WEB,WEB,WEB,WEB,2,156.4,34631,199.7,43.3,0,0.0,0.0,,,
batiment,14205,14238,OT Cloturé,,Poigné endommagé ,Moyen,non,False,False,False,False,TM1,TMPC01,Equipement lot archi / Menuiserie ,Porte  bois,Secteur 1,Porte bois 1,sup-tmu-bat- 05,Non,2025-01-31 14:46:00,Hamza Elguetioui,2025-02-01 21:53:00,sup-tmu-bat- 05,2025-02-02 14:59:00,sup-tmu-bat- 05,2025-02-03 09:02:00,Fixation de poignée,,,,Chaymae Farah,2025-03-20 21:41:00,,,,TMU,937.56,0.0,0.0,937.56,Poignée mal fixée au bloc sanitaire femme SECTEUR 1,MOBILE,WEB,WEB,WEB,WEB,WEB,1,18.03,88664,66.26666666666667,17.1,0,0.0,0.0,,,
batiment,14204,14247,OT Cloturé,,Desencastrement,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Equipement éclairage,Interrupteur d'allumage ,Sortie export,Interrupteur d'allumage 1,animateur 02,Non,2025-02-01 19:27:00,animateur 02,2025-02-01 19:27:00,sup-tmu-bat- 05,2025-02-04 12:21:00,sup-tmu-bat- 05,2025-02-04 12:52:00,Fermeture la porte de l'armoire électrique ,,,,Soufiane chegdali,2025-05-19 16:22:00,,,,TMU,26.0,0.0,0.0,26.0,"Au niveau du local sanitaire situé au parking accroche-décroche SAS EXPORT TM1. _x000d_
Porte de visite, armoire électrique laissée ouverte suite endommagement de la serrure.",WEB,WEB,WEB,WEB,WEB,WEB,1,0.5,1225370,65.41666666666667,64.9,0,0.0,0.0,,,
equipement,14203,14246,OT Cloturé,,Dégradation des matériaux ,Moyen,non,True,False,False,False,TM1,SAS EXPORT,"Equipement de sécurité, contôle et exploitation",Pont bascule,SAS EXPORT,Pont Bascule 1 60T SasExport,animateur 02,Non,2025-02-01 19:22:00,animateur 02,2025-02-01 19:22:00,SUP-TMU-EQ 09,2025-02-04 10:36:00,SUP-TMU-EQ 09,2025-02-04 10:55:00,élimination et déplacement le support vers un local technique au niveau de bâtiment 8 sas ex,,,,Soufiane chegdali,2025-05-07 15:29:00,,,,TMU,5.61,0.0,0.0,5.61,Barre métallique du pont bascule au parking visite SAS EXPORT TM1 arrachée.,WEB,WEB,WEB,WEB,WEB,WEB,1,0.3,1972,63.55,63.233333333333334,0,0.0,0.0,,,
batiment,14202,14245,OT Cloturé,,armoire ouverte,Moyen,non,True,False,False,False,TM1,TM01,Equipement électrique,Armoire électrique ,Dalle centrale,Armoire électrique 1,animateur 02,Non,2025-02-01 19:14:00,animateur 02,2025-02-01 19:14:00,sup-tmu-bat- 05,2025-02-03 10:35:00,sup-tmu-bat- 05,2025-02-03 11:36:00,Fermeture la porte de l'armoire électrique ,,,,Soufiane chegdali,2025-07-15 22:10:00,,,,TMU,51.48,0.0,0.0,51.48,"Situation dangereuse constatée au niveau du parking ancien export dalle centrale SAS IMPORT TM1._x000d_
Porte de visite armoire électrique déformée et laissée ouverte .",WEB,WEB,WEB,WEB,WEB,WEB,1,0.99,173736,40.36666666666667,39.35,0,0.0,0.0,,,
infrastructure,14201,14244,OT Cloturé,,Brèche à la clôture ,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Clôture,Clôture,Sas Export Clôture,Sas Export Clôture 303,animateur 02,Non,2025-02-01 19:08:00,animateur 02,2025-02-01 19:08:00,sup-nzala- 01,2025-02-04 07:53:00,sup-nzala- 01,2025-02-10 20:47:00,Remise en état l'endommagement du panneau de clôture,,,,Soufiane chegdali,2025-04-13 16:59:00,,,,NZALA,15080.26,0.0,0.0,15080.26,Brèche à la clôture au niveau de la ZFL 2 TM1 en face entrepôt société SEBNMA.,WEB,WEB,WEB,WEB,WEB,WEB,2,156.89,25946,217.65,60.75,0,0.0,0.0,,,
infrastructure,14200,14243,OT Cloturé,,endommage,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Panneaux de signalisation,TM1,CI,animateur 02,Non,2025-02-01 19:03:00,animateur 02,2025-02-01 19:03:00,sup-nzala- 01,2025-02-06 08:10:00,sup-nzala- 01,2025-02-10 20:12:00,La plaque a été fixée,,,,Soufiane chegdali,2025-07-14 22:07:00,,,,NZALA,10382.88,0.0,0.0,10382.88,Support de Panneau de signalisation routière endommagée au niveau de la voie de circulation externe en face terminal AFRIQUIA GAZ.,WEB,WEB,WEB,WEB,WEB,WEB,2,108.02,42504,217.15,109.11666666666666,0,0.0,0.0,,,
infrastructure,14199,14242,OT Cloturé,,Fissuration,Moyen,non,False,False,False,False,PPR,PPR01,Ouvrages d'arts,Pont cadre,Pont cadre 14,Pont cadre 14,animateur 02,Non,2025-02-01 14:51:00,animateur 02,2025-02-01 14:51:00,sup-nzala- 01,2025-02-06 08:10:00,sup-nzala- 01,2025-02-10 20:10:00,Il a été traité.,,,,Said Touil,2025-05-19 10:11:00,,,,NZALA,10377.12,0.0,0.0,10377.12,"Le sol est effondré au passage piéton situé au-dessus du pont cadre 14, au niveau de la route périphérique tm1",WEB,WEB,WEB,WEB,WEB,WEB,2,107.96,1663,221.31666666666666,113.31666666666666,0,0.0,0.0,,,
infrastructure,14198,14241,OT Cloturé,,la trappe est casse ,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'eau potable,Regard EP,PPR Regard EP,PPR Regard EP 30,Animateur 01,Non,2025-02-01 12:27:00,Animateur 01,2025-02-01 12:27:00,sup-nzala- 01,2025-02-04 07:52:00,sup-nzala- 01,2025-02-10 19:58:00,Remise en état la trappe de regard,,,,Said Touil,2025-05-16 09:08:00,,,,NZALA,15003.37,0.0,0.0,15003.37,Trappe regard cassée de réseau eau potable au quai 07.,WEB,WEB,WEB,WEB,WEB,WEB,2,156.09,31796,223.51666666666668,67.41666666666667,0,0.0,0.0,,,
infrastructure,14197,14240,OT Cloturé,,habillage non conforme,Moyen,non,True,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 89,Animateur 01,Non,2025-02-01 12:25:00,Animateur 01,2025-02-01 12:25:00,sup-nzala- 01,2025-02-12 08:13:00,sup-nzala- 01,2025-03-04 18:22:00,Fourniture et pose d'une trappe en acier galvanisé,,,,Said Touil,2025-05-16 09:08:00,,,,NZALA,47207.41,0.0,0.0,47207.41,Trappe regard à changer au parking de stockage au quai 04 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,2,491.13,33005,749.95,259.8,0,0.0,0.0,,,
batiment,14196,14233,OT Cloturé,,Dégradations de peinture ,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement lot archi / Menuiserie ,Cloison,Entrepôt 102,Cloison ,sup-tmu-bat- 05,Non,2025-01-31 13:15:00,zakariae lotfi,2025-01-31 20:40:00,sup-tmu-bat- 05,2025-02-01 17:45:00,sup-tmu-bat- 05,2025-02-01 18:22:00,Installation d'une plaque métallique sur la partie dégradée.,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,49.52,0.0,0.0,49.52,Dégradation de la peinture de la plaque d'habillage Entrepôt 102 TE,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.57,115729,29.116666666666667,21.083333333333332,0,0.0,0.0,,,
