article,total_cost,total_quantity,request_count,cumulative_cost,cumulative_pct
Flexible gasoil 3/8 F/F 50cm,106.0,2.0,2,13364603.25,99.93042841168285
Bande adhésif aluminium armé,105.0,35.0,8,13364708.25,99.9312135225303
"""Flexible hydraulique 1/4 400bar 2M y compris les raccords""",105.0,21.0,6,13364813.25,99.93199863337773
Purgeur de Circuite hydraulique de PAC,105.0,1.0,1,13364918.25,99.93278374422516
Té pvc Ø75,105.0,7.0,3,13365023.25,99.9335688550726
Tube 75 CPVC HP,102.5,82.0,2,13365125.75,99.9343352728046
Jupiter 1L,100.0,100.0,2,13365225.75,99.93508299742122
La graisse à base de lithium EP2 MEDHUB,100.0,20.0,2,13365325.75,99.93583072203782
Y pvc Ø100,100.0,5.0,3,13365425.75,99.93657844665442
Compresseur 9000,100.0,5.0,1,13365525.75,99.93732617127102
Vanne à papillon,100.0,20.0,2,13365625.75,99.93807389588764
Vanne à 3 voies,100.0,10.0,1,13365725.75,99.93882162050424
Mamelon plastique mâle-mâle 1/2,100.0,5.0,3,13365825.75,99.93956934512084
Disjoncteur différentiel 63 A 30mA Bipôle 220V,100.0,10.0,2,13365925.75,99.94031706973743
Disjoncteur différentiel 63 A 300mA 4 Pôles 380V MEDHUB,100.0,10.0,2,13366025.75,99.94106479435405
Interrupteur simple allumage va et vient blanc,100.0,40.0,1,13366125.75,99.94181251897065
Toilette anglaise suspendu complète,100.0,1.0,1,13366225.75,99.94256024358725
Fusible gG 100A 22X58 500V,100.0,25.0,1,13366325.75,99.94330796820385
Projecteur LED 100W MEDHUB,100.0,4.0,2,13366425.75,99.94405569282047
Interrupteur double allumage étanche va et vient,100.0,40.0,1,13366525.75,99.94480341743707
Receveur de douche,100.0,10.0,1,13366625.75,99.94555114205367
Interrupteur double allumage étanche,100.0,40.0,1,13366725.75,99.94629886667028
Bouton poussoir NO MEDHUB,100.0,20.0,1,13366825.75,99.94704659128688
Raccord union tournant,100.0,10.0,1,13366925.75,99.94779431590348
Bouchon pour collecteurs,100.0,20.0,2,13367025.75,99.94854204052008
Fiche connecteur d'électrovanne,100.0,20.0,1,13367125.75,99.94928976513668
Interrupteur double allumage va et vient blanc,100.0,40.0,1,13367225.75,99.9500374897533
Electrovanne,100.0,20.0,1,13367325.75,99.9507852143699
Interrupteur double allumage blanc,100.0,40.0,1,13367425.75,99.9515329389865
Té pvc Ø110,96.0,4.0,4,13367521.75,99.95225075461845
Bouchon PVC Ø110,96.0,8.0,5,13367617.75,99.95296857025038
Condensateur de démarrage de 30 µf ,96.0,3.0,3,13367713.75,99.95368638588232
Kit de fixation pour cuvette standard,96.0,32.0,7,13367809.75,99.95440420151425
Vis hexagon socket head cap screw Ø 8,96.0,32.0,6,13367905.75,99.95512201714621
Boite mural de prise carrée,96.0,12.0,7,13368001.75,99.95583983277814
HUILE HYDRAULIQUE 68 ,95.0,19.0,4,13368096.75,99.95655017116391
Contacteur auxiliaire 380V,90.0,9.0,5,13368186.75,99.95722312331885
Adaptateur bande LED,90.0,2.0,2,13368276.75,99.9578960754738
Réduction PVC Ø100/75,90.0,9.0,5,13368366.75,99.95856902762874
Baguette de brasure de l'acier,90.0,6.0,1,13368456.75,99.95924197978368
Tube PVC  Ø50,90.0,9.0,5,13368546.75,99.95991493193863
Raccord retube chrome 20*1/2 Femelle,90.0,3.0,3,13368636.75,99.96058788409357
Condensateur de marche de ventilo convecteur,87.0,1.0,1,13368723.75,99.96123840451003
Moulure auto-adhésive MEDHUB,87.0,1.0,1,13368810.75,99.96188892492647
Tube PVC Ø40,85.0,8.5,3,13368895.75,99.96252449085058
"Té polyéthylène Ø32*1"" FEMELLE",84.0,2.0,2,13368979.75,99.96315257952853
vanne à 4voies,81.6,8.0,1,13369061.35,99.96376272281567
Vanne metalique Ø 25,80.0,1.0,1,13369141.35,99.96436090250896
Collier de fixation tube Ø75,80.0,10.0,5,13369221.35,99.96495908220223
coude égale 45 ppr 32,80.0,16.0,2,13369301.35,99.96555726189553
Paumelle de porte bois,78.0,13.0,10,13369379.35,99.96614048709647
Bouchon galvanisée -male 3/4- D25,77.0,11.0,4,13369456.35,99.96671623505125
Répartiteur 100A,75.0,1.0,1,13369531.35,99.9672770285137
Panel LED 60X60 40W 6000K .H,75.0,3.0,1,13369606.35,99.96783782197616
Panel LED apparent carre à 18W 6500 K,74.0,37.0,8,13369680.35,99.96839113819244
Tube 40 CPVC HP,70.0,56.0,2,13369750.35,99.96891454542407
Détecteur de mouvement encastré MEDHUB,70.0,7.0,5,13369820.35,99.9694379526557
Scotche noir,70.0,10.0,7,13369890.35,99.96996135988732
Huile HD50,70.0,1.0,1,13369960.35,99.97048476711893
Fiche mâle et femelle 2P+T // L.A.P - 16A-250v,69.0,3.0,1,13370029.35,99.9710006971044
Réduction PVC Ø100/40,66.0,6.0,6,13370095.35,99.97149419535135
Paire fixation toilette,66.0,11.0,7,13370161.35,99.97198769359831
ECROUS Ø18,66.0,30.0,1,13370227.35,99.97248119184528
Disjoncteur 1P 20A,65.0,1.0,1,13370292.35,99.97296721284606
Mamelon en laiton,65.0,13.0,3,13370357.35,99.97345323384685
CHEVILLES METALLIQUE Ø12 .F,64.0,32.0,5,13370421.35,99.97393177760148
Raccord polyéthylène Ø25,62.0,2.0,1,13370483.35,99.97439536686377
Gaz 134 12 KG,60.0,3.0,1,13370543.35,99.97484400163373
Ferme porte avec bras MEDHUB,60.0,3.0,2,13370603.35,99.97529263640371
Culotte 45 40 PVC HP,60.0,1.0,1,13370663.35,99.97574127117367
Siphon de sol anti-odeur inoxydable MEDHUB,60.0,1.0,1,13370723.35,99.97618990594363
Joint d'étanchéité latéral pour porte sectionnelle,60.0,6.0,2,13370783.35,99.9766385407136
Té polyéthylène Ø63,60.0,3.0,3,13370843.35,99.97708717548355
Douille E40 MEDHUB,60.0,6.0,2,13370903.35,99.97753581025351
Douille B22 MEDHUB,60.0,30.0,5,13370963.35,99.97798444502347
Culotte 45 40 PVC HP MEDHUB,60.0,1.0,1,13371023.35,99.97843307979343
Support split,60.0,12.0,2,13371083.35,99.9788817145634
Réduction PVC Ø75-40,60.0,10.0,3,13371143.35,99.97933034933337
pressostat BP (Basse pression),60.0,12.0,1,13371203.35,99.97977898410333
Bande adhésif aluminium armé MEDHUB,60.0,20.0,6,13371263.35,99.98022761887329
Produit adoucisseur 30L,60.0,15.0,1,13371323.35,99.98067625364325
Collier de fixation tube Ø110,60.0,5.0,3,13371383.35,99.9811248884132
Tube LED (T5) G13 18W 6500K,58.5,75.0,3,13371441.85,99.98156230731392
Condensateur 60 µf,55.0,1.0,1,13371496.85,99.98197355585306
Condensateur 25 µf,55.0,1.0,1,13371551.85,99.98238480439218
Flexible hydraulique 1/4 400bar 2M y compris les raccords MEDHUB,55.0,11.0,2,13371606.85,99.98279605293132
Cache prise Goulotte,54.0,2.0,1,13371660.85,99.98319982422429
Tube PVC Ø75,53.0,33.0,4,13371713.85,99.9835961182711
Demi cylindre de serrure MEDHUB,52.0,4.0,2,13371765.85,99.98398493507172
Coude polyéthylène Ø40,51.0,3.0,3,13371816.85,99.9843662746262
TEST,50.0,10.0,1,13371866.85,99.98474013693449
Raccord cuivre 1/2,50.0,2.0,1,13371916.85,99.9851139992428
Fiche connecteur d'électrovanne  MEDHUB,50.0,10.0,1,13371966.85,99.98548786155109
Tube PPR 63,50.0,10.0,1,13372016.85,99.98586172385939
"Cuivre avec arma Flex 1/2, 1/4 rouleau 20m MEDHUB",50.0,1.0,1,13372066.85,99.9862355861677
Coude pvc  Ø75/87°,45.0,5.0,2,13372111.85,99.98657206224517
Té polyéthylène Ø40,45.0,3.0,2,13372156.85,99.98690853832264
Dominaux de connexion bande led,44.0,4.0,3,13372200.85,99.98723753715394
Drapeau personnalisé,41.089999999999996,7.0,2,13372241.94,99.9875447771989
Embout en plastique,40.5,90.0,2,13372282.44,99.98784760566863
Mécanisme de fermeture SEVAX MINOS +  MEDHUB,40.0,2.0,2,13372322.44,99.98814669551528
"Colliers de serrage 4,7X370mm 100PCS MEDHUB",40.0,1.0,1,13372362.44,99.98844578536192
Contacteur auxiliaire 220V,40.0,4.0,2,13372402.44,99.98874487520855
Barre anti panique MEDHUB,40.0,2.0,1,13372442.44,99.9890439650552
Interrupteur bouton poussoir,40.0,10.0,1,13372482.44,99.98934305490184
barette de connexion  100 pcs,40.0,4.0,3,13372522.44,99.98964214474849
Siphon de sol  plastique 20*20 Sans cache,40.0,1.0,1,13372562.44,99.98994123459512
Fusible 80A - AM  Ø22*58,39.0,3.0,2,13372601.44,99.9902328471956
Coude 90 40 PVC HP,36.25,29.0,10,13372637.69,99.99050389736912
Support de prise double 45*45,36.0,2.0,1,13372673.69,99.9907730782311
Collier de fixation tube Ø50,35.0,7.0,2,13372708.69,99.9910347818469
Vis de poignée MALE - FEMELLE,32.0,4.0,4,13372740.69,99.99127405372423
Raccord retube chrome 20*1/2 Male,32.0,2.0,2,13372772.69,99.99151332560153
Tube 110 CPVC HP,31.25,25.0,2,13372803.94,99.99174698954421
Bouchon PVC Ø50,30.0,5.0,5,13372833.94,99.9919713069292
Tige fileté Ø10mm,30.0,3.0,3,13372863.94,99.99219562431418
ADJUVANT ACCELERATEUR DE PRISE,30.0,1.0,1,13372893.94,99.99241994169917
Flexible toilette 100 CM .H,30.0,3.0,1,13372923.94,99.99264425908414
Embout fil électrique,30.0,200.0,2,13372953.94,99.99286857646914
"Réduction laiton 1""*3/4",30.0,1.0,1,13372983.94,99.99309289385411
Fiche mâle mobile 3P+N+T 32A MEDHUB,30.0,3.0,1,13373013.94,99.99331721123909
Poignée porte en acier (Pair) MEDHUB ,30.0,3.0,2,13373043.94,99.99354152862408
REDUCTION 75/40 DOUBLE SORTIE,30.0,3.0,1,13373073.94,99.99376584600905
Culotte 40 45 CPVC HP,28.75,23.0,4,13373102.69,99.99398081683633
Té PPR  Ø20,27.0,3.0,1,13373129.69,99.9941827024828
Huile hydraulique 46,25.0,5.0,1,13373154.69,99.99436963363696
Prise RJ45 LAP,25.0,1.0,1,13373179.69,99.99455656479111
Coude 90 40 CPVC HP,25.0,20.0,2,13373204.69,99.99474349594526
Cadres Legrand 4P,25.0,1.0,1,13373229.69,99.99493042709942
Huile hydraulique 68 MEDHUB,25.0,5.0,1,13373254.69,99.99511735825357
Mamelon reduction 3/4 1/2,24.0,2.0,2,13373278.69,99.99529681216156
Monchon a sertir cuivre Ø25L 5M,24.0,6.0,1,13373302.69,99.99547626606955
Raccord polyéthylène Ø20,24.0,3.0,2,13373326.69,99.99565571997752
Collier Ø35 atlas,24.0,2.0,1,13373350.69,99.99583517388551
Kit Joint 1/2 3/4 2/8,22.0,11.0,2,13373372.69,99.99599967330116
Revit  ,20.0,20.0,1,13373392.69,99.99614921822447
"TIREFOND  AUTOPERCEUR 100 PCS 6,3X100",20.0,1.0,1,13373412.69,99.99629876314779
Té polyéthylène Ø25,20.0,2.0,2,13373432.69,99.99644830807112
"TIREFOND  AUTOPERCEUR 100 PCS 5,5X80",20.0,1.0,1,13373452.69,99.99659785299444
Disjoncteur moteur 15KW,20.0,2.0,1,13373472.69,99.99674739791776
Disjoncteur différentiel 32 A 300mA 4 Pôles 380V,20.0,2.0,1,13373492.69,99.99689694284109
Bouchon 75 PVC HP,20.0,2.0,1,13373512.69,99.9970464877644
Cosse à sertir  D25 MEDHUB,20.0,4.0,1,13373532.69,99.99719603268773
Té femelle PPR 32,20.0,4.0,1,13373552.69,99.99734557761104
prise de courant complet plinthes,20.0,4.0,2,13373572.69,99.99749512253436
Condensateur 08 µf,19.0,1.0,1,13373591.69,99.99763719021152
Coude PPR Ø32,19.0,1.0,1,13373610.69,99.99777925788868
Réduction PVC Ø75-50,18.0,3.0,2,13373628.69,99.99791384831967
Y pvc Ø50,18.0,6.0,6,13373646.69,99.99804843875066
Teinte bleu,16.0,1.0,1,13373662.69,99.9981680746893
Joint fibre 3/4 clim,16.0,4.0,1,13373678.69,99.99828771062796
Starters S10 /S2 MAZDA,16.0,4.0,3,13373694.69,99.99840734656662
Brosse métallique pour brossage bordure,15.0,1.0,1,13373709.69,99.99851950525911
te égale ppr 32,15.0,3.0,2,13373724.69,99.9986316639516
Panel LED apparent rond à 18W 6500 K,14.0,7.0,3,13373738.69,99.99873634539792
Flexible d'evacuation Lavabo Ø32,14.0,1.0,1,13373752.69,99.99884102684426
Douille GU5,12.5,50.0,1,13373765.19,99.99893449242133
Coude 75 90 CPVC HP,12.5,10.0,3,13373777.69,99.9990279579984
Tige Inox 1M Ø8,12.0,1.0,1,13373789.69,99.9991176849524
Y pvc Ø32,12.0,1.0,1,13373801.69,99.99920741190638
Collier de fixation tube Ø100,10.0,1.0,1,13373811.69,99.99928218436804
Tube multicouches RETUBE MEDHUB,10.0,1.0,1,13373821.69,99.99935695682971
coude égale 90 PPR 63 ,10.0,2.0,1,13373831.69,99.99943172929136
Lampes LED B22 15W 6500K	,10.0,1.0,1,13373841.69,99.99950650175303
T  75 PEHD HP,10.0,1.0,1,13373851.69,99.99958127421469
coude égale 90 PPR 32,10.0,2.0,1,13373861.69,99.99965604667635
Y pvc Ø40,9.0,3.0,2,13373870.69,99.99972334189184
Té pvc Ø32,8.0,1.0,1,13373878.69,99.99978315986117
Cosse 95,7.0,1.0,1,13373885.69,99.99983550058434
KIT DE FIXATION POUR CUVETTE STANDARD MEDHUB,6.0,2.0,1,13373891.69,99.99988036406134
Joint robinet 3/4,5.0,5.0,3,13373896.69,99.99991775029216
Ecrou D16,3.0,3.0,1,13373899.69,99.99994018203066
Bouchon 40 PVC HP,3.0,1.0,1,13373902.69,99.99996261376916
CULOTTE PVC D40,2.5,2.0,1,13373905.19,99.99998130688456
Interrupteur double allumage blanc MEDHUB,2.5,1.0,1,13373907.69,99.99999999999999
Bouton arrêt d'urgence XB5 AS542 (PASSERELLE),0.0,1.0,1,13373907.69,99.99999999999999
Cheville plastique avec visØ 12,0.0,51.0,3,13373907.69,99.99999999999999
Vis SPAX Ø6*60,0.0,231.0,15,13373907.69,99.99999999999999
"Presostat de pression - Huile ""NORGREN"" -Rampe-",0.0,1.0,1,13373907.69,99.99999999999999
Amourtisseur bouclier  SCN 1000 E3.0,0.0,1.0,1,13373907.69,99.99999999999999
Amourtisseur bouclier  SCN 1600 E1.5,0.0,1.0,1,13373907.69,99.99999999999999
Presse etoupe D29,0.0,1.0,1,13373907.69,99.99999999999999
Vis de bois,0.0,255.0,14,13373907.69,99.99999999999999
Bouton poussoire vert,0.0,1.0,1,13373907.69,99.99999999999999
Chaines de 5 maillons DN40mm,0.0,6.0,1,13373907.69,99.99999999999999
Chaine de 9 maillons DN40mm,0.0,8.0,1,13373907.69,99.99999999999999
Rondelle Ø08 mm,0.0,40.0,3,13373907.69,99.99999999999999
Amourtisseur bouclier  SPC 1600 G2.5,0.0,4.0,1,13373907.69,99.99999999999999
"Axe de verrin ""RAMPE""",0.0,1.0,1,13373907.69,99.99999999999999
Baguette de soudage R10 D2.5,0.0,1400.0,1,13373907.69,99.99999999999999
Vigi disjoncteur compact 4P,0.0,3.0,1,13373907.69,99.99999999999999
Amourtisseur HC 1150H,0.0,3.0,1,13373907.69,99.99999999999999
Amourtisseur Bouclier  HC 1150H + Bouclier,0.0,5.0,1,13373907.69,99.99999999999999
Porte papier hygienique petite forme inox,0.0,6.0,2,13373907.69,99.99999999999999
Amourtisseur  bouclier SPC 1200 G2.8,0.0,1.0,1,13373907.69,99.99999999999999
Amourtiseur bouclier  SCN 1200 E2.9,0.0,1.0,1,13373907.69,99.99999999999999
Amourtiseur Bouclier SCN 1200 E3.0,0.0,1.0,1,13373907.69,99.99999999999999
Platine d’assemblage des chaines de défenses SCN 1200 E2.9,0.0,2.0,1,13373907.69,99.99999999999999
Plaque de signalisation Toilette,0.0,20.0,1,13373907.69,99.99999999999999
Condensateur de demarage 200µf,0.0,1.0,1,13373907.69,99.99999999999999
Contacteur SIEMENS,0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 720x167x40,0.0,86.0,1,13373907.69,99.99999999999999
Amourtiseur Bouclier   SCN 1200 E1.6,0.0,1.0,1,13373907.69,99.99999999999999
Cosse 70,0.0,8.0,1,13373907.69,99.99999999999999
Abattant  sanitaire suspendu,0.0,3.0,3,13373907.69,99.99999999999999
"Rouler 24 V ""ALLEN-BRADLEY""",0.0,4.0,1,13373907.69,99.99999999999999
transformateur 12v,0.0,4.0,3,13373907.69,99.99999999999999
Chaine de 7 maillons DN40mm,0.0,6.0,1,13373907.69,99.99999999999999
Chaine de 7 maillons DN35mm,0.0,10.0,1,13373907.69,99.99999999999999
Robinet temporisé vasque ,0.0,1.0,1,13373907.69,99.99999999999999
Bollard à 150 Tonnes + platine,0.0,2.0,1,13373907.69,99.99999999999999
Boulon fusible à 300 Tonnes,0.0,44.0,1,13373907.69,99.99999999999999
Boulon fusible à 200 Tonnes,0.0,50.0,2,13373907.69,99.99999999999999
Scotche special NOIR,0.0,4.0,3,13373907.69,99.99999999999999
Boulon fusible à 150 Tonnes,0.0,76.0,1,13373907.69,99.99999999999999
Boulon fusible à 100 Tonnes,0.0,54.0,1,13373907.69,99.99999999999999
Boulon de fixation de clôture,0.0,90.0,1,13373907.69,99.99999999999999
Cable  Ø4*10MM2,0.0,60.0,3,13373907.69,99.99999999999999
Cable armé cuivre Ø5*4MM2,0.0,105.0,2,13373907.69,99.99999999999999
Cable armé Ø4*16MM2,0.0,80.0,1,13373907.69,99.99999999999999
Cable de levage,0.0,4.0,1,13373907.69,99.99999999999999
Boulon Fusible à 30 Tonnes,0.0,24.0,1,13373907.69,99.99999999999999
Reducteur pvc 160*110,0.0,1.0,1,13373907.69,99.99999999999999
Bollard à 300 Tonnes + platine,0.0,1.0,1,13373907.69,99.99999999999999
Carrelage NOIR 60*30 cm,0.0,805.0,1,13373907.69,99.99999999999999
Chaine de 11 mailons DN45mm,0.0,10.0,1,13373907.69,99.99999999999999
Chaine de 6 maillons DN50mm,0.0,10.0,1,13373907.69,99.99999999999999
Chaine de 13 maillons DN50mm,0.0,7.0,1,13373907.69,99.99999999999999
Chaine de 14 maillons DN35mm,0.0,10.0,1,13373907.69,99.99999999999999
Chaine de 15 maillons DN32mm,0.0,8.0,1,13373907.69,99.99999999999999
Produit d'accrochage de reflecteur de route,0.0,13.0,1,13373907.69,99.99999999999999
Chaine de 15 maillons DN38mm,0.0,10.0,1,13373907.69,99.99999999999999
Bollard à 100 Tonnes pour quai Vrac TM2,0.0,3.0,1,13373907.69,99.99999999999999
Bollard à 100 Tonnes + platine,0.0,3.0,1,13373907.69,99.99999999999999
Boitier de bouton poussoir,0.0,1.0,1,13373907.69,99.99999999999999
Rivet,0.0,870.0,8,13373907.69,99.99999999999999
Chaine de 21 maillons DN28mm,0.0,12.0,1,13373907.69,99.99999999999999
Chaine de 23 maillons DN35mm,0.0,8.0,2,13373907.69,99.99999999999999
Chaine de 5 maillons DN30mm,0.0,10.0,1,13373907.69,99.99999999999999
Chaine de 5 maillons DN50mm,0.0,8.0,1,13373907.69,99.99999999999999
Chaine de 5 mailons DN40mm,0.0,13.0,1,13373907.69,99.99999999999999
Manille lyre de diamètre DN38mm,0.0,29.0,1,13373907.69,99.99999999999999
Disjoncteur 4P 10A,0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 700x300x40,0.0,12.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿¿¿¿¿),0.0,1.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿),0.0,1.0,1,13373907.69,99.99999999999999
Tige de fixation,0.0,14.0,2,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (t),0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  1700x865x40,0.0,98.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (r),0.0,2.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (port en arab),0.0,2.0,2,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (o),0.0,1.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (n),0.0,1.0,1,13373907.69,99.99999999999999
Toilette moderne d'occasion,0.0,12.0,1,13373907.69,99.99999999999999
Tranformateur 220 - 24v,0.0,1.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (med en arab),0.0,8.0,2,13373907.69,99.99999999999999
"Transformateur électronique ""WEIDMÜLLER"" 250 v/ 24v-10 A",0.0,1.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (g),0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  1873x350x40,0.0,96.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (e),0.0,3.0,2,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (d),0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  828x102x40,0.0,89.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (a),0.0,1.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (T),0.0,1.0,1,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿¿),0.0,1.0,1,13373907.69,99.99999999999999
"Fourniture et pose par M2S ""TMPA_CT_78_2020"" Déclencheur manuel NEMO112A",0.0,2.0,2,13373907.69,99.99999999999999
"Fléxible 3/8 ""coude-coude"" 1,5M",0.0,1.0,1,13373907.69,99.99999999999999
"Fourniture et pose par M2S ""TMPA_CT_78_2020"" Détecteur thermiques adressable - Marque :TECNOFIRE",0.0,1.0,1,13373907.69,99.99999999999999
Manille droite de diamètre DN50mm,0.0,11.0,1,13373907.69,99.99999999999999
Manille droite de diamètre DN45mm,0.0,27.0,1,13373907.69,99.99999999999999
Monchon cheville Ø10,0.0,50.0,4,13373907.69,99.99999999999999
Manille droite de diamètre DN35mm,0.0,31.0,1,13373907.69,99.99999999999999
Manille droite de diamètre DN32mm,0.0,35.0,1,13373907.69,99.99999999999999
Moteur de centrale hydraulique,0.0,1.0,1,13373907.69,99.99999999999999
Mamelon cuivre Ø3/4,0.0,2.0,1,13373907.69,99.99999999999999
Lampe feu d'alignement 150W,0.0,3.0,3,13373907.69,99.99999999999999
Lampe T8 LED  9W,0.0,6.0,1,13373907.69,99.99999999999999
Lampe E27 LED 9W Ingelec,0.0,60.0,10,13373907.69,99.99999999999999
Joint torique de verrin,0.0,1.0,1,13373907.69,99.99999999999999
"Panneau ""Vitesse -20-""",0.0,2.0,1,13373907.69,99.99999999999999
"Panneau LED ""Barriére de train""",0.0,2.0,1,13373907.69,99.99999999999999
Indicateur BASCULE EXA,0.0,3.0,3,13373907.69,99.99999999999999
Imprimante de BASCULE  - Marque :MK@IURI,0.0,5.0,5,13373907.69,99.99999999999999
"Piton ouvert zingue VIS ""L""",0.0,21.0,2,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  1095x828x40,0.0,93.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  1395x868x40,0.0,102.0,1,13373907.69,99.99999999999999
Fusible 63A - gG Ø22*58,0.0,3.0,3,13373907.69,99.99999999999999
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (D),0.0,1.0,1,13373907.69,99.99999999999999
"Fléxible 3/4 ""simple-simple"" 2M",0.0,4.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 700x220x40,0.0,6.0,1,13373907.69,99.99999999999999
Défense SCN 1000 E3.0,0.0,3.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1000x1000x40,0.0,14.0,1,13373907.69,99.99999999999999
Déclencheur Manuel Adressable - Marque :TECNOFIRE,0.0,18.0,5,13373907.69,99.99999999999999
Siphon de sol  inox 15*15 sans cache,0.0,4.0,2,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1000x220x40,0.0,18.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1000x300x40,0.0,12.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1000x700x40,0.0,15.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1044x172x40,0.0,25.0,1,13373907.69,99.99999999999999
Manille lyre de diamètre DN35mm,0.0,34.0,1,13373907.69,99.99999999999999
Disjoncteur 3P 32A,0.0,1.0,1,13373907.69,99.99999999999999
Disjoncteur 2P 63A,0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1044x335x40,0.0,45.0,1,13373907.69,99.99999999999999
Diffuseurs sonore et lumineux (sérine avec feu flash) 105 dB,0.0,6.0,4,13373907.69,99.99999999999999
Detecteur de mouvement,0.0,1.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1044x720x40,0.0,97.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1054x360x40,0.0,130.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 1220x1054x40,0.0,220.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 134x114x40,0.0,15.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 300x220x40,0.0,11.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions de dimensions 306x134x40,0.0,18.0,1,13373907.69,99.99999999999999
Déclencheur manuel FM500,0.0,3.0,1,13373907.69,99.99999999999999
Défense SCN 1200 E1.6,0.0,3.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  865x100x40,0.0,126.0,1,13373907.69,99.99999999999999
Défense SCN 1200 E2.9,0.0,2.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  868x102x40,0.0,113.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  958x100x40 droite,0.0,75.0,1,13373907.69,99.99999999999999
Fixation fille berbère,0.0,88.0,1,13373907.69,99.99999999999999
Socle détecteur - Marque :MORLEY-IAS,0.0,11.0,1,13373907.69,99.99999999999999
Socle déclencheur manuel ESSER,0.0,4.0,2,13373907.69,99.99999999999999
Slotbout mushroomhead 8*148,0.0,823.0,1,13373907.69,99.99999999999999
Slotbout a tete bombee 8*80,0.0,1582.0,1,13373907.69,99.99999999999999
Slotbout a tete bombee 8*148,0.0,264.0,1,13373907.69,99.99999999999999
Slotbout  mushroomhead 8*80,0.0,759.0,1,13373907.69,99.99999999999999
Tube PVC Ø125,0.0,29.0,2,13373907.69,99.99999999999999
Plaque antifrictions de dimensions  958x100x40 gauche,0.0,87.0,1,13373907.69,99.99999999999999
Plaque antifrictions de dimensions 1285x1247x40,0.0,312.0,1,13373907.69,99.99999999999999
Détecteur optique adressable - Marque :TECNOFIRE,0.0,31.0,5,13373907.69,99.99999999999999
Détecteur optique adressable - Marque :MORLEY-IAS,0.0,14.0,2,13373907.69,99.99999999999999
